,track_name,artist,duration_ms,album,release_date,popularity,associated_kpop_group,spotify_track_id,artist_id,artist_followers,artist_popularity,artist_genres,user_playlist_count,which_user_playlists,company,big4,gender,debut,days_since_release,age_days,collab,playlist_exposure
252,Good for U,H1-KEY,174040,H1-KEY 4th Mini Album [Lovestruck],2025-06-26,45,H1-KEY,0bOgz1Srpp0qCSWAdNrOYV,5GwQwY63I9hrUUFlQB8FYU,159029,48,k-pop,0,0,Grandline Group,0,F,2022-01-05,37,1305,0,0
253,Let It Burn,H1-KEY,181693,H1-KEY 3rd Mini Album [LOVE or HATE],2024-06-19,44,H1-KEY,61ErurYjc1oFru6WZgic8X,5GwQwY63I9hrUUFlQB8FYU,159029,48,k-pop,0,0,Grandline Group,0,F,2022-01-05,409,1305,0,0
254,Let Me Be Your Sea,H1-KEY,188000,H1-KEY 4th Mini Album [Lovestruck],2025-06-26,42,H1-KEY,5ovEBpKRTo7HpWXNNzBJda,5GwQwY63I9hrUUFlQB8FYU,159029,48,k-pop,0,0,Grandline Group,0,F,2022-01-05,37,1305,0,0
255,"One, Two, Three, Four",H1-KEY,154386,H1-KEY 4th Mini Album [Lovestruck],2025-06-26,40,H1-KEY,7gAQID8Ub3J2weIuQColHi,5GwQwY63I9hrUUFlQB8FYU,159029,48,k-pop,0,0,Grandline Group,0,F,2022-01-05,37,1305,0,0
256,SEOUL (Such a Beautiful City),H1-KEY,189693,H1-KEY 2nd Mini Album [Seoul Dreaming],2023-08-30,39,H1-KEY,0SRAuCAtprYCuoks38G5GU,5GwQwY63I9hrUUFlQB8FYU,159029,48,k-pop,0,0,Grandline Group,0,F,2022-01-05,703,1305,0,0
257,Time to Shine,H1-KEY,198906,H1-KEY 2nd Mini Album [Seoul Dreaming],2023-08-30,33,H1-KEY,0HVQq7NPFNvnTSQA61U4fl,5GwQwY63I9hrUUFlQB8FYU,159029,48,k-pop,0,0,Grandline Group,0,F,2022-01-05,703,1305,0,0
258,ATHLETIC GIRL,H1-KEY,212613,ATHLETIC GIRL,2022-01-05,35,H1-KEY,0qu54GVbhmBFjpsgiG32PL,5GwQwY63I9hrUUFlQB8FYU,159029,48,k-pop,0,0,Grandline Group,0,F,2022-01-05,1305,1305,0,0
259,Fly Up,RIIZE,178175,ODYSSEY - The 1st Album,2025-05-19,58,RIIZE,4rRDmXBKB2X2Jnb8yLzAKZ,2jOm3cYujQx6o1dxuiuqaX,1329740,69,k-pop,0,0,SM Entertainment,1,M,2023-09-04,75,698,0,0
260,Get A Guitar,RIIZE,160371,Get A Guitar,2023-09-04,60,RIIZE,3Dah48XTdzVtbIl4dUn6l4,2jOm3cYujQx6o1dxuiuqaX,1329740,69,k-pop,0,0,SM Entertainment,1,M,2023-09-04,698,698,0,0
261,Boom Boom Bass,RIIZE,152889,RIIZING - The 1st Mini Album,2024-06-17,60,RIIZE,2J194R0KIKbK7bTHfUHPDB,2jOm3cYujQx6o1dxuiuqaX,1329740,69,k-pop,0,0,SM Entertainment,1,M,2023-09-04,411,698,0,0
262,Memories,RIIZE,178013,Memories,2023-08-21,55,RIIZE,11s5p72subU7SHJPzyR2Lq,2jOm3cYujQx6o1dxuiuqaX,1329740,69,k-pop,0,0,SM Entertainment,1,M,2023-09-04,712,698,0,0
263,Love 119,RIIZE,173489,RIIZING - The 1st Mini Album,2024-06-17,55,RIIZE,0QlNUEvJTe2QtXprDcfaOA,2jOm3cYujQx6o1dxuiuqaX,1329740,69,k-pop,0,0,SM Entertainment,1,M,2023-09-04,411,698,0,0
264,Bag Bad Back,RIIZE,192835,ODYSSEY - The 1st Album,2025-05-19,57,RIIZE,6fmhKXTt98FlguELVyqVOf,2jOm3cYujQx6o1dxuiuqaX,1329740,69,k-pop,0,0,SM Entertainment,1,M,2023-09-04,75,698,0,0
265,Impossible,RIIZE,182332,RIIZING - The 1st Mini Album,2024-06-17,54,RIIZE,1JTmrZwZhaP1yYJtuzfvJ9,2jOm3cYujQx6o1dxuiuqaX,1329740,69,k-pop,0,0,SM Entertainment,1,M,2023-09-04,411,698,0,0
266,Talk Saxy,RIIZE,190941,RIIZING - The 1st Mini Album,2024-06-17,51,RIIZE,4Ly8KdojCH1dQAn47eiui6,2jOm3cYujQx6o1dxuiuqaX,1329740,69,k-pop,0,0,SM Entertainment,1,M,2023-09-04,411,698,0,0
267,Odyssey,RIIZE,152267,ODYSSEY - The 1st Album,2025-05-19,54,RIIZE,20JYmd4p72UjSiF3DLAHXA,2jOm3cYujQx6o1dxuiuqaX,1329740,69,k-pop,0,0,SM Entertainment,1,M,2023-09-04,75,698,0,0
268,Ember to Solar,RIIZE,200547,ODYSSEY - The 1st Album,2025-05-19,53,RIIZE,3v2tiYwjQ7ld3O9kQAoVsE,2jOm3cYujQx6o1dxuiuqaX,1329740,69,k-pop,0,0,SM Entertainment,1,M,2023-09-04,75,698,0,0
